Customer_Age,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
51,1,4,4,36,4,3,2,2243.807726705257,2025,217.91305262362084,0.6202125282790436,2477,41,0.6558482366738585,0.9034291075549474,1.0,0.0,0.0,0.7510127492150362,0.24898725078496375,1.0,0.0,0.0,0.0,0
53,1,3,1,48,3,1,1,5201.043922528446,0,5201.043922528446,0.7970280843252538,1313,32,0.6556777651989151,0.0,0.744914481534289,0.25508551846571104,0.25508551846571104,0.744914481534289,0.0,1.0,0.0,0.0,0.0,0
39,3,4,2,29,3,3,4,2186.5304078960394,0,2186.5304078960394,0.4989322630693081,2021,40,0.36790634639439074,0.0,0.1565307013201377,0.8434692986798623,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,2,5,4,28,3,1,3,1442.0648667374212,0,1442.0648667374212,0.5091035476047082,2096,38,0.3014445254700245,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
57,1,0,1,46,1,3,3,15280.839530595124,0,15280.839530595124,0.836466942565805,557,11,0.7570000741031662,0.0,0.0,1.0,0.0,0.38207535518370095,0.617924644816299,1.0,0.0,0.0,0.0,0
44,4,1,1,38,2,3,2,4907.241952178194,0,4907.241952178194,0.6832607979180918,2370,43,0.5019143702285155,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
54,2,2,4,36,4,3,3,2400.9465902353077,1961,439.57023008735285,0.8440308995766113,2497,48,0.6161544978830562,0.8167837029637214,1.0,0.0,0.0,0.3230334744629201,0.6769665255370799,1.0,0.0,0.0,0.0,0
51,3,2,3,39,4,3,2,3318.15915979994,2517,801.15915979994,0.7257039234936731,2676,46,0.532032916364003,0.7584651837937632,0.8737565640629689,0.12624343593703113,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
51,0,2,3,39,3,3,3,1438.3,0,1438.3,0.38832277885031613,1586,40,0.44877162099601775,0.0,0.8897684291403212,0.11023157085967883,0.0,0.8897684291403212,0.11023157085967883,1.0,0.0,0.0,0.0,0
43,2,0,2,35,2,3,2,3334.56357457372,0,3334.56357457372,0.7253771371494471,605,20,0.503516977215645,0.0,0.30084766098293503,0.699152339017065,0.0,0.30084766098293503,0.699152339017065,1.0,0.0,0.0,0.0,0
32,1,4,4,36,5,2,3,5034.285386252093,0,5034.285386252093,0.925317636126329,1224,35,0.5122863317607651,0.0,0.17460531861376782,0.8253946813862322,0.8253946813862322,0.17460531861376782,0.0,1.0,0.0,0.0,0.0,0
42,4,3,4,34,3,3,3,15959.795764741413,0,15959.795764741413,0.8010827794885241,8798,69,0.7692448372233492,0.0,1.0,0.0,0.0,0.632656633920636,0.367343366079364,0.632656633920636,0.367343366079364,0.0,0.0,0
45,3,3,3,37,2,2,3,7807.9894689520615,19,7788.385449278988,0.8698125408844752,2587,49,0.5370845579624046,0.0024870771227034657,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
35,2,2,2,33,2,2,2,9861.373880785335,2398,7462.699557491833,0.8627983590442106,9419,53,0.6891463857697278,0.24410288242903816,0.21281596529945512,0.7871840347005449,0.0,0.21281596529945512,0.7871840347005449,0.7871840347005449,0.0,0.0,0.21281596529945512,0
39,1,1,1,21,1,1,2,9646.748227211581,1917,7729.551417704549,0.8343067381745474,7937,56,0.7876391846751833,0.19846897173009875,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,3,2,4,34,3,2,1,3025.572470376559,0,3025.572470376559,1.0575501076435507,5383,74,0.6047729009507619,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
46,1,2,4,24,3,3,2,2693.9407728914503,1576,1117.3781153602297,0.4942813287656104,2044,57,0.8946843670076778,0.5852221016570608,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
36,0,0,1,24,6,2,2,4201.140777210882,0,4201.140777210882,0.853136363103829,8667,70,0.5317239632120516,0.0,0.465357460661024,0.534642539338976,0.0,0.465357460661024,0.534642539338976,1.0,0.0,0.0,0.0,0
47,2,1,1,38,4,3,4,4764.928925098624,0,4764.928925098624,0.686811750620967,2543,44,0.48843250109582415,0.0,0.0,1.0,0.0,0.4047750036527471,0.5952249963472529,1.0,0.0,0.0,0.0,0
44,2,4,4,36,3,2,2,8922.100669586767,0,8922.100669586767,0.5449819614359397,1717,41,0.3993322666515977,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
46,1,4,3,37,4,2,2,1438.3,0,1438.3,0.5758332611893734,2177,41,0.4604722823421888,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,3,3,2,35,3,2,3,14406.840921411771,505,13901.145196212661,0.7966644582579255,2349,39,0.30393409031220553,0.034636693506788406,0.0,1.0,0.9896198144796687,0.010380185520331264,0.0,1.0,0.0,0.0,0.0,0
51,3,1,3,34,3,1,3,21090.40390909596,0,21090.40390909596,0.7304265384581636,1396,42,0.7518686783235805,0.0,0.0,1.0,0.0,0.4562832167934434,0.5437167832065566,1.0,0.0,0.0,0.0,0
41,2,2,1,31,4,3,4,18270.246657008673,0,18270.246657008673,0.49712107465099686,5579,60,0.5076717130183198,0.0,0.6611194587160686,0.3388805412839314,0.0,0.0,1.0,0.3388805412839314,0.0,0.0,0.6611194587160686,0
40,1,4,4,28,2,2,2,3029.1358051107018,17,3011.2623265255334,0.7017142608044478,2810,37,0.33739807351327966,0.005564384842552478,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
48,2,3,3,42,3,3,3,1669.6206776881672,0,1669.6206776881672,0.7299869320970644,2786,37,0.3219103735483986,0.0,1.0,0.0,0.0,0.9241355376334507,0.07586446236654931,1.0,0.0,0.0,0.0,0
40,2,2,1,31,3,2,3,2562.1661346008536,0,2562.1661346008536,0.5722435218569901,2261,44,0.598407881204909,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
44,2,2,1,37,3,2,3,4850.249059283769,555,4294.677103298522,0.44518835640919596,1769,44,0.4403835995760522,0.1143904863337125,0.30976215834281273,0.6902378416571873,0.0,0.30976215834281273,0.6902378416571873,1.0,0.0,0.0,0.0,0
62,1,2,2,38,3,2,4,2392.9225012681322,0,2392.9225012681322,0.4878349205394103,1552,35,0.36949056762378873,0.0,0.5665202874071898,0.43347971259281015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
48,3,3,4,34,3,2,2,1918.0148306915532,0,1918.0148306915532,0.6873083490729072,2688,41,0.44839733322222675,0.0,1.0,0.0,0.0,0.8914910623904518,0.10850893760954816,1.0,0.0,0.0,0.0,0
46,2,2,3,35,2,3,3,5476.884048500178,1616,3860.7714586502543,0.753382436650367,808,17,0.3819180788499803,0.2953310462499765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
32,1,2,2,16,3,2,3,12622.824343777706,0,12622.824343777706,0.8869299541828206,1227,26,0.4987774578777191,0.0,0.0,1.0,0.7472465267516197,0.25275347324838027,0.0,1.0,0.0,0.0,0.0,0
42,2,1,3,25,5,2,3,10385.864008278018,1963,8422.095683342304,0.7039011993046119,10286,61,0.6496074382053186,0.1893186561077081,0.9950209983170609,0.004979001682939077,0.0,0.9950209983170609,0.004979001682939077,0.004979001682939077,0.0,0.0,0.9950209983170609,0
49,4,3,1,37,3,3,2,34516.0,0,34516.0,0.4810560713013309,1546,32,0.3327055795467572,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
33,1,3,2,20,6,1,3,17911.46407411666,623,17288.439916019794,0.8676470222044751,9738,75,0.76579457247866,0.035322238155069685,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
57,1,2,1,46,1,3,2,2296.6447062097986,0,2296.6447062097986,0.4027638555958105,2145,40,0.43572834358553897,0.0,0.9252406268273449,0.07475937317265513,0.9252406268273449,0.0,0.07475937317265513,1.0,0.0,0.0,0.0,0
51,2,1,2,41,2,3,2,4239.6752843813265,66,4173.284448002627,0.9044341500793325,814,22,0.5819639955292588,0.016392799105851757,0.0,1.0,0.0,0.7267866815691374,0.2732133184308626,1.0,0.0,0.0,0.0,0
42,2,2,3,35,2,2,4,11574.708740834985,0,11574.708740834985,0.5216834963339938,1959,51,0.4232816740516912,0.0,0.8470469131875648,0.15295308681243525,0.0,0.8470469131875648,0.15295308681243525,1.0,0.0,0.0,0.0,0
57,0,0,3,48,3,2,2,12920.140781339673,2335,10584.26800076521,0.9276493403842714,8770,73,0.8449105601924134,0.18071553119619616,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,1,2,4,34,4,3,3,2110.425220280277,1602,507.71703887556123,0.9117628988369493,2734,41,0.5362855667164499,0.7631933303012485,1.0,0.0,0.0,0.35278790635228685,0.6472120936477131,1.0,0.0,0.0,0.0,0
50,3,0,1,40,2,2,3,34516.0,0,34516.0,0.8777262218704203,2145,30,0.29731787567422174,0.0,0.3730203877632796,0.6269796122367204,0.0,0.0,1.0,0.6269796122367204,0.3730203877632796,0.0,0.0,0
53,0,2,4,44,3,4,4,1438.3,0,1438.3,0.6317515786916638,1602,39,0.4442345910970513,0.0,1.0,0.0,0.0,0.05864777426283185,0.9413522257371681,1.0,0.0,0.0,0.0,0
46,3,1,3,26,2,3,5,15180.393619969249,0,15180.393619969249,0.7143835165527255,2608,41,0.638333500264948,0.0,1.0,0.0,0.0,0.950985301910234,0.049014698089765996,1.0,0.0,0.0,0.0,0
40,1,2,3,23,2,1,3,3715.8707204865873,1178,2537.1920128878537,0.7483250657790607,8146,71,0.8317281553774221,0.31720722455923994,0.735741519746648,0.26425848025335197,0.0,0.26425848025335197,0.735741519746648,1.0,0.0,0.0,0.0,0
43,3,3,1,36,1,2,4,4527.886893365132,0,4527.886893365132,0.8043258501192434,2430,37,0.39549818424753247,0.0,0.8891383293585545,0.11086167064144548,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,3,5,3,38,1,3,1,13728.212915063661,0,13728.212915063661,0.45241010676715787,1679,32,0.641537550027809,0.0,0.631762697204746,0.368237302795254,0.0,0.631762697204746,0.368237302795254,1.0,0.0,0.0,0.0,0
34,1,2,3,22,1,2,2,3711.8252597060896,1414,2297.6358514612816,0.17591252607187702,3923,51,0.6448286993560467,0.3811950026198462,0.0010773625405867682,0.9989226374594132,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
43,3,4,3,36,3,3,3,4889.615064151566,0,4889.615064151566,0.9244644403283219,833,21,0.7119246890712899,0.0,0.8912133973465427,0.1087866026534573,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,2,4,0,36,1,2,3,7993.718547337682,2315,5678.14108574518,0.33629582922317347,1915,40,0.23786286780905502,0.28928630475160655,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
56,2,2,4,36,2,2,3,1511.4714837776544,0,1511.4714837776544,0.47200991667410525,1987,31,0.20948140045175961,0.0,1.0,0.0,0.8760184365123431,0.12398156348765688,0.0,1.0,0.0,0.0,0.0,0
53,4,2,3,38,2,2,2,13654.806834987307,0,13654.806834987307,0.4906784797521223,1747,31,0.24724189877781114,0.0,0.6935443086456835,0.3064556913543165,0.0,0.0,1.0,0.3064556913543165,0.0,0.0,0.6935443086456835,0
44,0,2,1,29,1,2,1,34516.0,173,34342.08755051361,0.6745229805734312,4971,52,0.37921771502991386,0.005217373484591896,0.0,1.0,0.4347811237159913,0.5652188762840087,0.0,0.5652188762840087,0.0,0.0,0.4347811237159913,0
42,3,4,2,30,3,3,4,2158.4171197734067,0,2158.4171197734067,0.4183865974098886,2018,40,0.3158952842738497,0.0,0.22506204902829352,0.7749379509717065,0.0,0.7749379509717065,0.22506204902829352,1.0,0.0,0.0,0.0,0
56,1,1,2,47,4,2,3,1438.3,0,1438.3,0.8709036780170316,831,20,0.7499099351332884,0.0,0.6645809612477263,0.33541903875227375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,2,43,3,2,4,19004.69517802046,0,19004.69517802046,0.7795790577029947,2033,36,0.537881344386437,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
34,2,0,4,36,1,2,2,1685.3960585392076,0,1685.3960585392076,0.7576109346401776,2320,48,0.4478397970999179,0.0,1.0,0.0,0.0,0.6465352846402544,0.35346471535974555,1.0,0.0,0.0,0.0,0
43,4,3,4,33,2,3,2,8157.0267905468745,113,8043.171264010618,0.6529284359216304,2541,44,0.7455394212017811,0.014007462255249186,1.0,0.0,0.6408343011474568,0.0,0.35916569885254324,1.0,0.0,0.0,0.0,0
41,3,4,4,33,5,3,1,1704.175158444384,0,1704.175158444384,0.6340296321566534,2362,47,0.5102191127114508,0.0,1.0,0.0,0.8175158444383789,0.18248415556162112,0.0,1.0,0.0,0.0,0.0,0
42,2,2,4,34,5,3,4,1438.3,0,1438.3,0.33352639397919553,1810,49,0.7215057276740514,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,4,41,5,1,3,3091.329277901715,0,3091.329277901715,1.0416164638950858,4764,57,0.6110729064557574,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
47,3,2,2,33,3,3,2,34516.0,2517,31999.0,0.6506196972781856,2565,47,0.4944307833915293,0.073,0.6021988136806635,0.3978011863193365,0.0,0.6021988136806635,0.3978011863193365,0.3978011863193365,0.0,0.0,0.6021988136806635,0
52,1,1,3,35,3,2,3,9992.534423992141,0,9992.534423992141,0.3956150431541533,1986,34,0.264920602868275,0.0,0.5309076096602579,0.46909239033974215,0.46909239033974215,0.0,0.5309076096602579,1.0,0.0,0.0,0.0,0
53,2,4,1,46,1,2,3,1694.3041022456202,0,1694.3041022456202,0.6517338262168395,2510,48,0.4868158711292456,0.0,1.0,0.0,0.0,0.21344989792634972,0.7865501020736503,1.0,0.0,0.0,0.0,0
48,3,2,3,36,3,2,1,3263.2529284373195,0,3263.2529284373195,1.0116646404234524,3081,49,0.6631734612419571,0.0,0.008598963501220247,0.9914010364987798,0.0,0.008598963501220247,0.9914010364987798,1.0,0.0,0.0,0.0,0
54,3,2,2,36,5,2,2,6154.207146746722,0,6154.207146746722,0.927943901996308,9021,70,0.6337702061183322,0.0,0.18914052372162093,0.8108594762783791,0.8108594762783791,0.0,0.18914052372162093,1.0,0.0,0.0,0.0,0
45,3,2,2,36,3,3,2,9092.154267814223,2492,6599.752439205429,0.7597158458221307,6014,64,0.9380262227838299,0.27407073165559165,1.0,0.0,0.0,0.48231708610209456,0.5176829138979054,1.0,0.0,0.0,0.0,0
46,2,2,1,37,2,2,3,1438.3,0,1438.3,0.7846507086928606,890,25,0.6246446133788092,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,3,3,1,38,4,3,4,20823.59960624417,0,20823.59960624417,0.19087938604278076,1465,32,0.2146084504868559,0.0,0.0,1.0,0.0,0.3489568300599283,0.6510431699400717,1.0,0.0,0.0,0.0,0
45,3,3,2,30,1,2,3,34516.0,0,34516.0,0.3999780337572912,2131,38,0.3624169928771281,0.0,0.6291503561435958,0.3708496438564042,0.0,0.0,1.0,0.3708496438564042,0.6291503561435958,0.0,0.0,0
47,2,2,3,38,3,3,2,18677.823407754233,2517,16160.823407754231,0.7996419504610964,1180,35,0.592559022548377,0.13495414639563597,0.04585360436402963,0.9541463956359704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,3,2,4,40,3,2,3,2078.45680174965,469,1609.2893496719407,0.6072770970943314,2370,42,0.48344894754736567,0.22499780081233747,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
40,2,2,1,31,2,2,3,34516.0,141,34374.0156577657,0.7444779204523946,5313,56,0.6552792303924284,0.004259530267028853,0.0,1.0,0.35496085558573776,0.6450391444142622,0.0,0.6450391444142622,0.0,0.0,0.35496085558573776,0
43,2,2,2,32,4,2,3,1438.3,0,1438.3,0.8313983577624966,2495,38,0.39309805684006766,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,3,31,5,3,2,1438.3,328,1109.6136222249313,0.529291132984037,1787,40,0.48206716093578555,0.22817255954672738,0.01317482636772338,0.9868251736322766,0.0,0.01317482636772338,0.9868251736322766,1.0,0.0,0.0,0.0,0
46,1,2,2,31,4,3,0,5753.626986506133,120,5633.0511310715565,0.6302275888620625,1724,38,0.5009677276404932,0.020704944872604138,0.6089689668412981,0.3910310331587019,0.0,0.6089689668412981,0.3910310331587019,1.0,0.0,0.0,0.0,0
43,2,1,3,30,2,3,3,34516.0,0,34516.0,0.7271024544973707,2432,50,0.6346894025454695,0.0,0.0,1.0,0.0,0.0,1.0,0.9513651063465538,0.0,0.0,0.0486348936534462,0
35,1,2,4,34,3,3,3,8001.1663311536495,0,8001.1663311536495,0.8782979077112779,8433,69,0.8945758557680678,0.0,0.6343342381247261,0.3656657618752739,0.0,0.3656657618752739,0.6343342381247261,1.0,0.0,0.0,0.0,0
44,2,2,3,32,4,3,2,8443.359139079212,2517,5926.359139079212,0.7137149973061074,2451,40,0.6425550020952497,0.29827750104762485,0.9391666167797675,0.06083338322023246,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
46,2,0,2,39,3,2,2,13320.268484061342,1931,11388.478520228706,0.8418045699652673,8567,85,0.8338995448725495,0.145172603571849,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,3,2,0,40,3,4,3,24542.821441813277,40,24502.151939842697,0.7579818875677142,2094,32,0.5539499156590132,0.0016092248981164903,0.0,1.0,0.14629317255604457,0.0,0.8537068274439554,1.0,0.0,0.0,0.0,0
36,3,2,4,26,3,2,1,1554.7295459943134,0,1554.7295459943134,0.770565606528405,2705,55,0.7819778464417126,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
42,2,2,1,31,3,3,2,34516.0,2517,31999.0,0.7506769038723962,7175,65,0.7582816072931476,0.073,0.0,1.0,0.0,1.0,0.0,0.3629532851424867,0.6370467148575133,0.0,0.0,0
47,0,2,2,33,3,2,4,2363.2189313558524,0,2363.2189313558524,0.5280314989156949,1503,35,0.33740109666458434,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
42,2,4,1,30,1,3,2,3024.8667720316084,0,3024.8667720316084,0.4345409895825899,2275,43,0.5238784698266634,0.0,0.06368953543206823,0.9363104645679318,0.06368953543206823,0.9363104645679318,0.0,1.0,0.0,0.0,0.0,0
47,3,2,1,35,3,2,2,8730.384711009465,255,8474.91787859306,0.5348616532113578,1866,38,0.39418673296656226,0.028821899041850896,0.34495683995793414,0.6550431600420659,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
56,2,2,4,51,2,0,2,1953.2949264563815,0,1953.2949264563815,0.643448897012284,2413,39,0.5412567646137832,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48,1,3,4,36,2,3,2,1803.681614424724,0,1803.681614424724,0.7330984598690856,2280,53,0.6580109186530768,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
54,1,2,1,49,1,4,3,10740.379339521374,2517,8223.379339521374,0.3652972447034037,2011,41,0.27664348026361474,0.2342556473673247,1.0,0.0,0.2713039472770592,0.0,0.7286960527229408,1.0,0.0,0.0,0.0,0
34,2,0,4,36,1,2,2,1689.8976219410938,0,1689.8976219410938,0.7679645304645158,2322,51,0.49375574379915704,0.0,1.0,0.0,0.0,0.7965873980364608,0.20341260196353916,1.0,0.0,0.0,0.0,0
44,3,2,3,36,3,2,2,10870.915062462258,0,10870.915062462258,0.5179412758549349,2181,46,0.5319595023540049,0.0,0.1932725783364332,0.8067274216635668,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
36,2,2,3,28,2,3,3,12342.134285892264,0,12342.134285892264,0.7087031212559773,2375,40,0.40980619458846596,0.0,0.7406242511954859,0.2593757488045141,0.7406242511954859,0.0,0.2593757488045141,1.0,0.0,0.0,0.0,0
52,3,4,1,43,2,3,3,13428.634865815087,0,13428.634865815087,0.12583640538723953,1265,28,0.12446996980150749,0.0,0.27439288902605485,0.7256071109739451,0.0,0.7256071109739451,0.27439288902605485,0.7256071109739451,0.0,0.0,0.27439288902605485,0
36,2,2,3,29,2,3,3,12334.4063996861,0,12334.4063996861,0.7083784201548782,2354,40,0.4050006182921967,0.0,0.6756840309756315,0.32431596902436854,0.6756840309756315,0.0,0.32431596902436854,1.0,0.0,0.0,0.0,0
51,2,2,0,39,5,2,2,16307.649117414263,1106,15201.23885936355,0.46341766451030164,5747,61,0.533962165161965,0.0671060843002642,0.0,1.0,0.3034124731114639,0.6965875268885361,0.0,1.0,0.0,0.0,0.0,0
36,2,1,4,35,4,2,3,3102.9013945559395,2517,585.9013945559394,0.6414086646301389,2367,41,0.5087970325114197,0.8111681305913233,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
46,3,2,4,36,2,3,2,2892.7750186882863,2459,433.2698831206335,0.6389307386527716,2432,47,0.5705810869160469,0.8498581323049604,1.0,0.0,0.0,0.14186769503959462,0.8581323049604054,1.0,0.0,0.0,0.0,0
53,1,2,3,41,1,3,2,29067.2333861301,53,29013.752728299987,0.7701245579421513,3169,31,0.2781261634602339,0.0016817816927708505,0.0,1.0,0.6636436614458299,0.0,0.33635633855417013,1.0,0.0,0.0,0.0,0
53,1,2,1,43,4,2,2,2896.8179774131813,2515,381.0985234103858,0.8176849416707879,996,25,0.4407926511471883,0.8683044814364047,0.0,1.0,0.0,0.9880322803999564,0.011967719600043614,1.0,0.0,0.0,0.0,0
50,2,3,1,39,3,1,4,3825.3706462008463,880,2945.2398165365967,0.9311886835299465,7997,65,0.687266245856019,0.23254843104355796,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
57,1,2,0,35,1,3,4,28678.40658821981,0,28678.40658821981,0.6692513361614723,1734,40,0.4102004971858097,0.0,0.0,1.0,0.0,0.05506525817667052,0.9449347418233295,1.0,0.0,0.0,0.0,0
54,1,4,0,40,3,4,3,24377.678725675927,2307,22069.697979305583,0.3477009685671718,1107,25,0.30994893552116354,0.09472168739917625,0.0,1.0,0.0,0.11621023643852357,0.8837897635614764,1.0,0.0,0.0,0.0,0
44,2,4,2,33,2,2,3,3616.0,1125,2490.097146767222,0.6686299235002806,785,19,0.6969596382754581,0.31101419626067006,0.0,1.0,0.0,0.7412665281729663,0.25873347182703366,1.0,0.0,0.0,0.0,0
44,3,1,4,27,3,2,3,4297.53031581482,0,4297.53031581482,0.25726072282119294,1769,38,0.17088653515613175,0.0,1.0,0.0,0.0,0.7187093832530571,0.2812906167469429,1.0,0.0,0.0,0.0,0
47,3,2,2,34,1,3,2,13311.34547886865,0,13311.34547886865,0.5545554321507448,1532,37,0.4914656742417944,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
39,2,1,3,26,1,2,3,1438.3,812,625.7151170578661,0.5768311730889829,2334,45,0.2840704007028899,0.5651064277143197,0.9700965482616261,0.029903451738373943,0.0,0.029903451738373943,0.9700965482616261,1.0,0.0,0.0,0.0,0
51,3,1,4,31,4,2,2,1447.8219634116379,0,1447.8219634116379,0.6833591973003053,2303,44,0.41489545540920963,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
52,0,2,1,35,2,2,1,34516.0,0,34516.0,0.8967268379358371,4466,55,0.45217061927288443,0.0,0.4118751080587839,0.5881248919412161,0.0,0.5881248919412161,0.4118751080587839,0.5881248919412161,0.0,0.4118751080587839,0.0,0
59,1,3,4,50,1,4,2,7859.41577196093,1865,5993.5561354479905,1.0219990453973904,4991,54,0.38956949988452366,0.23785786367952147,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
45,2,3,4,32,3,2,1,8890.070230618867,0,8890.070230618867,0.46433474368960376,1852,40,0.41789024203732456,0.0,1.0,0.0,0.0,0.6169048978387779,0.3830951021612221,1.0,0.0,0.0,0.0,0
48,3,2,3,36,3,2,3,1714.4293244801697,0,1714.4293244801697,0.8612529210338853,2127,37,0.40132416726029774,0.0,0.7088201723142222,0.29117982768577777,0.0,0.7088201723142222,0.29117982768577777,1.0,0.0,0.0,0.0,0
44,3,4,3,40,1,1,2,23539.18644145008,0,23539.18644145008,0.582657189770973,2055,41,0.509873209019233,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
53,1,4,2,35,3,3,4,2224.710099615061,400,1824.3186320021541,0.9013186320021541,2719,50,0.5771411546881685,0.17990439136344186,0.15326223010755846,0.8467377698924415,0.0,0.8467377698924415,0.15326223010755846,1.0,0.0,0.0,0.0,0
48,2,4,3,36,2,3,2,13442.764490357016,1257,12184.957642014446,0.44014884695459877,1820,44,0.5265091544333724,0.09371335729156834,0.17213736645047018,0.8278626335495298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,2,2,3,32,2,3,3,34516.0,534,33981.68448966012,0.9807438644993323,5405,64,0.70215863909365,0.015106266357047475,0.9787467285905048,0.021253271409495178,0.0,0.0,1.0,0.0,0.021253271409495178,0.9787467285905048,0.0,0
39,3,2,2,30,4,2,2,17523.213242591253,0,17523.213242591253,0.4240413350675076,1973,53,0.6879273739000801,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
40,3,3,2,16,2,1,3,8639.431236853372,0,8639.431236853372,0.9131302729818846,8231,87,0.9127018514662201,0.0,0.0,1.0,0.0,0.15484825370680522,0.8451517462931948,1.0,0.0,0.0,0.0,0
58,1,5,4,50,5,4,3,1438.3,0,1438.3,0.6497277380940751,2147,43,0.6171495121927394,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
49,2,1,4,35,5,2,2,1438.3,0,1438.3,0.6594860160690034,2327,43,0.5853222503101495,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,3,1,4,36,2,2,2,2313.899500237795,0,2313.899500237795,0.5759385688362006,2568,33,0.4240559064134841,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
54,1,2,4,36,5,3,2,3902.7038669702697,2517,1385.70386697027,0.4867391644476291,2145,42,0.4888377891265435,0.6445974565522183,0.8556968582100936,0.14430314178990644,0.0,0.8556968582100936,0.14430314178990644,1.0,0.0,0.0,0.0,0
49,2,3,1,35,5,2,3,1503.3352969554203,0,1503.3352969554203,0.4956792384996719,1321,35,0.6174627299063207,0.0,0.10542920281402646,0.8945707971859735,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
52,1,2,3,35,3,2,4,4289.104038623343,0,4289.104038623343,0.30173005494227956,1631,40,0.2555390311415074,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
47,3,3,2,36,2,2,4,8051.184264597171,0,8051.184264597171,0.5784823455146003,5339,59,0.5713215071215052,0.0,0.4320998127449701,0.5679001872550299,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
47,2,2,2,36,4,3,4,4756.984937442783,0,4756.984937442783,0.6367940505656688,2589,41,0.40016597158647443,0.0,0.0,1.0,0.0,0.1105532386215814,0.8894467613784186,1.0,0.0,0.0,0.0,0
